t,position,entry_px,equity,el,xl,es,xs,stop,tp,trail,size,local0,local1,local2,local3,local4,local5,local6,local7,local8,local9,local10,local11,local12,local13,local14,local15,local16
294,-1,982038.938,9922.41797,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,965192,44.4678116,5783.82178,971529.562,955218.375,3154.61206,962923.5,971841.562,965008.562,1969.09509,966817.188,965008.562,-4826.875,-9.77516174e-05,965404.625,4826.875,-38.3622093
295,-1,982038.938,9911.86328,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,965226.812,47.3607101,5709.41943,971529.562,955218.375,3143.9812,963273.625,970027.438,965008.562,1425.33337,966344.688,965061.375,2108,0.00510168076,968172,-2108,-38.4540749
296,-1,982038.938,9907.04102,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,965385.375,48.6760864,5380.2959,971529.562,955218.375,2904.41357,963857.938,968151.688,965008.562,1009.26025,966013.062,965476.125,963,0.00853705406,963345.125,-963,-40.6376457
297,-1,982038.938,9920.62598,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,965161.062,45.2455444,5279.35498,971529.562,955792.938,1917.12488,964411,967407.75,965008.562,835.554626,965799.438,965192,-2713.25,0.00810015202,965453.125,2713.25,-50.8005638
298,-1,982038.938,9912.62891,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,965179.625,47.5873489,5155.6377,971529.562,959623.25,1858.0509,964605.812,967225.75,965008.562,717.996704,965640.375,965226.812,1597.25,0.00283396244,966416.125,-1597.25,-51.8624763
299,-1,982038.938,9924.73926,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,964873.188,44.484539,5597.18164,971529.562,958427.688,1861.81152,964380,967109.062,964873.188,591.424377,965472.312,965385.375,-2418.8125,-0.00327241421,963702.875,2418.8125,-51.7021103
300,-1,982038.938,9939.38672,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,964217.562,41.0024109,5670.10156,971529.562,958112.375,2092.45752,963923.188,966353.375,964217.562,477.729553,965265.812,965161.062,-2925.4375,-0.00661754608,965300.125,2925.4375,-49.0742569
301,-1,982038.938,9939.51758,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,963645.875,40.9716377,5288.08984,971529.562,958112.375,2250.73145,963815.312,965903.438,963645.875,542.000916,965072.438,965179.625,-26.0625,-0.0015720129,962881.312,26.0625,-68.757637
302,-1,982038.938,9955.32227,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,962729.5,37.3186607,5374.12354,971529.562,955107.938,2891.65015,963372,965614.625,962729.5,764.925049,964845.688,964873.188,-3156.6875,-0.00644427538,959955.875,3156.6875,-40.7486343
303,-1,982038.938,9961.59277,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,961768.312,35.9491005,5334.271,971529.562,953739.938,3522.90015,962785.125,965476.125,961768.312,1069.5,964571,964217.562,-1252.5,-0.0085260272,959929.812,1252.5,-35.0319099
304,-1,982038.938,9961.40625,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,960940.25,36.0241699,5178.99268,971529.562,953739.938,3980.60425,962359.875,965476.125,960940.25,1407.42773,964276.125,963645.875,37.1875,-0.00619286299,956773.125,-37.1875,-57.201683
305,-1,982038.938,9954.01758,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,960419.375,39.0762329,5374.63623,971529.562,952339.25,4148.61572,961817.625,965476.125,960419.375,1702.21667,963948.188,962729.5,1475.9375,-0.00786930323,955520.625,-1475.9375,-29.8406525
306,-1,982038.938,9952.63086,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,960004.875,39.6580544,5268.48828,971529.562,952339.25,4172.35596,961239.562,965476.125,960004.875,1946.62939,963587,961768.312,277,-0.00838392973,955557.812,-277,-29.6565933
307,-1,982038.938,9939.66016,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959991.062,44.9526329,5164.35986,969764.938,952339.25,3708.71875,960648.812,965385.375,959991.062,2074.77393,963195.188,960940.25,2590.5,-0.0085426569,957033.75,-2590.5,-33.3478012
308,-1,982038.938,9925.23828,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,960363.125,50.1863556,5042.50391,969764.938,952339.25,3682.19946,960608.5,965385.375,959991.062,2115.16479,962850.375,960419.375,2880.375,-0.000584959984,957310.75,-2880.375,-33.5656395
309,-1,982038.938,9905.54688,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,961210,56.2963943,5461.64209,970210.438,952339.25,3812.7644,960698.562,965385.375,959991.062,2044.61389,962563.5,960004.875,3932.9375,0.00130653381,959901.25,-3932.9375,-32.4969635
310,-1,982038.938,9922.66797,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,961488,50.4968948,5645.05176,970210.438,952339.25,3554.43164,960475.625,965179.625,959991.062,1901.78662,962285.125,959991.062,-3419.5,-0.00322949886,962781.625,3419.5,-34.6225281
311,-1,982038.938,9903.24316,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,962246.25,56.0313148,5646.10596,970210.438,952339.25,3877.38892,960723.688,965179.625,959991.062,1727.06909,962076.875,960363.125,3879.6875,0.00360262394,966714.562,-3879.6875,-31.9688454
312,-1,982038.938,9922.65918,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,962386.312,50.0125465,5954.51807,970223.812,952339.25,3740.39917,960580.562,964873.188,959991.062,1504.052,961877.438,961210,-3877.9375,-0.00207531452,963295.062,3877.9375,-33.0822639
313,-1,982038.938,9944.18359,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,961934.5,44.3278122,6340.60156,970223.812,952339.25,3703.30298,960303.188,964217.562,959991.062,1255.90381,961667.438,961488,-4299.0625,-0.0040332675,967174.75,4299.0625,-33.3822975
314,-1,982038.938,9986.8418,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,960406.938,35.6734161,6516.17041,970223.812,950339,4488.12842,959626.125,963645.875,959991.062,1073.41626,961395.188,962246.25,-8520.1875,-0.00987368822,963296.812,8520.1875,-27.0475464
315,-1,982038.938,9986.5752,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959090.125,35.7580338,6489.64941,970223.812,947431.875,5059.12012,958954.812,962729.5,959090.125,1031.55505,961069.812,962386.312,53.375,-0.00979119539,958997.75,-53.375,-40.3797569
316,-1,982038.938,9964.50098,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,958536.75,42.487751,6459.50928,970223.812,947431.875,5137.02197,958823.875,962386.312,958536.75,1111.76892,960770.438,961934.5,4408.875,-0.00191617012,950477.562,-4408.875,-22.0905228
317,-1,982038.938,9947.85938,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,958500.312,46.9956551,6462.59326,970223.812,947431.875,5059.01904,959019.812,962386.312,958500.312,1215.94092,960537,960406.938,3323.75,0.0028706789,950530.938,-3323.75,-22.6366959
318,-1,982038.938,9920.60938,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959194.438,53.4322968,6860.19385,970223.812,947431.875,5095.84277,959601.875,962386.312,958500.312,1257.01746,960412.312,959090.125,5442.5625,0.0085272789,954939.812,-5442.5625,-22.3737717
319,-1,982038.938,9906.41992,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,960173.875,56.4014244,6973.07715,970223.812,947431.875,5336.13379,960280.875,962386.312,958500.312,1258.50769,960394.688,958536.75,2834.1875,0.00993335247,958263.562,-2834.1875,-20.7066727
320,-1,982038.938,9961.76562,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959548.812,44.4872093,7587.91992,970223.812,947431.875,5428.56836,960150.438,962386.312,958500.312,1273.98535,960362.188,958500.312,-11054.25,-0.00190603733,963706.125,11054.25,-20.0710907
321,-1,982038.938,9966.65137,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,958877,43.6114807,7353.68018,970223.812,947431.875,5620.39697,959765.375,962386.312,958500.312,1328.31567,960282.562,959194.438,-975.75,-0.00561612844,966540.312,975.75,-18.7776794
322,-1,982038.938,9926.72754,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959357.938,51.9378738,7710.01562,970223.812,947431.875,5609.50928,959744.062,962386.312,958500.312,1349.02783,960210.812,960173.875,7973.9375,-0.000308871269,955486.062,-7973.9375,-18.8617172
323,-1,982038.938,9931.14453,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959657.125,51.0398674,7286.24658,970223.812,947431.875,5301.81934,959378.938,962386.312,958500.312,1325.95483,960099.938,959548.812,-882.25,-0.00528860092,954510.312,882.25,-20.9457932
324,-1,982038.938,9912.21973,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,960420.438,54.6570892,7173.76904,970223.812,947431.875,5437.42432,959527.938,962386.312,958500.312,1273.59644,960023.625,958877,3779.875,0.00216627121,962484.25,-3779.875,-20.0122757
325,-1,982038.938,9943.90625,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,960238.125,48.2317657,7116.61133,970223.812,947431.875,5006.84912,958947.875,962386.312,958500.312,1118.8833,959880.188,959357.938,-6328.8125,-0.00839734077,961602,6328.8125,-22.992981
326,-1,982038.938,9961.52246,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959611,45.0603867,7082.88916,969347.625,947431.875,4923.65088,958393.438,961934.5,958500.312,877.018188,959681.938,959657.125,-3518.375,-0.00805789232,965381.875,3518.375,-23.5785446
327,-1,982038.938,9942.37109,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959577.5,48.9875526,6908.12012,969347.625,947431.875,4927.70605,958419.375,960420.438,958500.312,615.768372,959513.562,960420.438,3825.125,0.00037753582,959053.062,-3825.125,-23.5561829
328,-1,982038.938,9933.11816,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959794.875,50.8167152,6636.39258,969347.625,947431.875,4443.55225,959185.875,960420.438,958500.312,570.882263,959469.938,960238.125,1848,0.0112893581,955534.688,-1848,-27.0974655
329,-1,982038.938,9958.87207,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,959297.438,45.8848839,6618.31982,969347.625,949703.438,3864.53149,959581.062,960420.438,958500.312,563.48053,959484.688,959611,-5143.75,0.00582110882,959359.812,5143.75,-31.8152924
330,-1,982038.938,9981.16309,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,958272.688,42.0782814,7188.73438,969347.625,946547.75,4227.96436,959343.375,960420.438,958272.688,598.242798,959465.812,959577.5,-4452.1875,-0.00348496437,961207.812,4452.1875,-28.6403732
331,-1,982038.938,9978.12891,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,957465.375,42.7743874,7027.78467,969347.625,946547.75,4607.84912,958911.5,960420.438,957465.375,756.099182,959391.875,959794.875,606.1875,-0.00630879402,956064.062,-606.1875,-25.7873306
332,-1,982038.938,9999.50977,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,956196.312,39.2001343,7002.06348,969347.625,946547.75,5187.43652,957785.875,960420.438,956196.312,1119.13062,959177.688,959297.438,-4270.5625,-0.0163521171,951611.875,4270.5625,-21.6492081
333,-1,982038.938,10017.2559,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,954623.875,36.4758835,6875.95605,968816.625,943558.625,5632.71777,956204.625,960420.438,954623.875,1582.93762,958781.312,958272.688,-3544.375,-0.0229035616,952218.062,3544.375,-18.3215561
334,-1,982038.938,10061.7354,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,952076.625,30.714304,7236.62012,966349.625,934005.812,7760.11475,954778.438,960420.438,952076.625,2321.56787,958247.562,957465.375,-8883.75,-0.0208969116,947947.5,8883.75,-4.32810974
335,-1,982038.938,10079.3809,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,949399.062,28.7726517,7165.87939,966349.625,930636.688,9731.64258,953170.062,960420.438,949399.062,3239.70142,957570.562,956196.312,-3524.25,-0.0235881805,944403.125,3524.25,6.56270599
336,-1,982038.938,10068.0898,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,947379.25,31.7460098,6824.14258,966349.625,930636.688,10488.5674,951153.5,960420.438,947379.25,4117.55029,956714.938,954623.875,2255.125,-0.0293344855,935519.375,-2255.125,10.3181305
337,-1,982038.938,10078.7334,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,945345.25,30.4553394,6817.18604,966349.625,929826.562,11119.5098,949047.875,960420.438,945345.25,4952.2207,955692.688,952076.625,-2125.875,-0.0306547284,931995.125,2125.875,13.4308853
338,-1,982038.938,10097.5215,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,943082.125,28.2703972,6604.28906,965404.312,928329.812,11319.6299,946404.312,960238.125,943082.125,5723.04443,954454.188,949399.062,-3752.625,-0.0383372903,934250.25,3752.625,14.5285034
339,-1,982038.938,10108.5498,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,940827.062,27.0440159,6375.13428,961836.375,925573.125,11850.584,944055.438,959794.875,940827.062,6457.98975,953067.688,947379.25,-2202.5625,-0.0342878699,932124.375,2202.5625,17.2721863
340,-1,982038.938,10110.5781,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,938818.688,26.8136082,6273.78516,961836.375,923489,12263.7891,941929,959794.875,938818.688,7137.52832,951582.562,945345.25,-405.125,-0.0311560035,928371.75,405.125,19.3583069
341,-1,982038.938,10144.3945,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,936177.5,23.2562218,6646.2915,961836.375,916651.188,12566.3057,939046.875,959794.875,936177.5,7780.5,949911.125,943082.125,-6754.1875,-0.0420592427,926169.188,6754.1875,21.3973389
342,-1,982038.938,10159.2832,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,933492,21.8798466,6523.01172,961829.312,915064.375,12257.3848,935820.312,959297.438,933492,8323.76074,948032.312,940827.062,-2973.75,-0.0469946861,925764.062,2973.75,20.1691437
343,-1,982038.938,10142.623,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,931608.188,27.0802879,6312.3457,961151.875,915064.375,11551.793,933198.875,958272.688,931608.188,8693.50488,946054.562,938818.688,3327.5,-0.0383870006,919009.875,-3327.5,16.9289932
344,-1,982038.938,10144.9541,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,929913.5,26.8114262,6203.23633,954383.375,915064.375,10880.0088,930862.125,957465.375,929913.5,8911.80664,944028.875,936177.5,-465.4375,-0.0343771577,916036.125,465.4375,13.7606735
345,-1,982038.938,10148.4102,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,928352.75,26.3929329,5887.07227,953419.312,915064.375,9556.89941,928432.875,956196.312,928352.75,8930.48047,941949.5,933492,-690.25,-0.0357167125,919363.625,690.25,7.21723938
346,-1,982038.938,10155.7363,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,926805,25.4847679,5938.94189,948795.188,914171.688,8302.03027,926204.125,954623.875,926805,8788.08594,939850,931608.188,-1463.3125,-0.0329162478,918898.188,1463.3125,0.666801453
347,-1,982038.938,10137.2949,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,925954.75,31.8421688,6218.23633,945931.062,913667.938,6687.05762,924491.625,952076.625,925954.75,8440.26074,937802.375,929913.5,3683.3125,-0.0253866315,918207.938,-3683.3125,-8.62166595
348,-1,982038.938,10141.8604,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,925096.25,31.133976,5962.77734,936882.938,913667.938,6040.84521,923348.5,949399.062,925096.25,8031.28613,935875.062,928352.75,-911.875,-0.0171063542,916744.625,911.875,-12.6654053
349,-1,982038.938,10138.4756,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,924442.375,32.3355331,5641.5791,936553.312,913667.938,5581.43164,922505.438,947379.25,924442.375,7589.19824,934092.438,926805,676.0625,-0.0126642585,920427.938,-676.0625,-15.6750336
350,-1,982038.938,10142.9414,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,923756.75,31.5532303,5526.02881,936553.312,913667.938,4570.88867,921437.5,945345.25,923756.75,7054.75146,932405.125,925954.75,-892.0625,-0.016002357,919516.062,892.0625,-22.7766342
351,-1,982038.938,10143.2773,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,923153.562,31.4915485,5173.33936,932166.438,913667.938,3497.79517,920516.688,943082.125,923153.562,6435.07568,930820.062,925096.25,-67.0625,-0.0138301253,920192.125,67.0625,-31.2374725
352,-1,982038.938,10158.6445,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,922221.562,28.7239304,5065.03369,928969.25,913667.938,2901.80688,919644.688,940827.062,922221.562,5807.84326,929330.062,924442.375,-3069.3125,-0.0131499767,919300.062,3069.3125,-36.5087776
353,-1,982038.938,10149.916,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,921646.312,32.3605118,4905.1875,928445.25,913667.938,2290.69067,919054.562,938818.688,921646.312,5160.37354,927960,923756.75,1743.5625,-0.00892055035,919233,-1743.5625,-42.5155525
354,-1,982038.938,10146.8672,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,921228.938,33.6338043,4802.56689,928140.062,913667.938,1335.84131,918536.875,936177.5,921228.938,4456.98877,926703.562,923153.562,608.8125,-0.0078291893,916163.688,-608.8125,-53.8305321
355,-1,982038.938,10141.8496,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,921000.875,35.7772865,4852.55322,923517,913667.938,1354.98352,918573.188,933492,921000.875,3821.16821,925619.5,922221.562,1002.3125,0.000553369522,917907.25,-1002.3125,-53.5627632
356,-1,982038.938,10146.5898,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,920676.938,34.6389503,4835.32617,923517,913667.938,1159.05688,918754.188,931608.188,920676.938,3328.88281,924704.062,921646.312,-947,0.00276768208,918516.062,947,-56.327282
357,-1,982038.938,10129.1367,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,920861,41.9597855,4774.03516,923517,913667.938,1434.99243,918946.625,929913.5,920676.938,2853.49243,923936.438,921228.938,3486.0625,0.00293004513,919518.375,-3486.0625,-52.4898262
358,-1,982038.938,10140.5684,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,920716.062,38.8874664,4699.93018,923517,913667.938,1450.52393,919009.125,928352.75,920676.938,2428.95679,923279.5,921000.875,-2283.3125,0.000953197479,918571.375,2283.3125,-52.2864037
359,-1,982038.938,10155.4355,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,920194.562,35.2707558,4628.51123,923517,913667.938,1547.64673,918908.938,926805,920194.562,2098.00488,922696.812,920676.938,-2969.25,-0.00152802467,922057.438,2969.25,-51.0282288
360,-1,982038.938,10154.6426,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,919763.688,35.614315,4480.93457,923517,913667.938,1526.70654,918924.625,925954.75,919763.688,1886.16943,922193.938,920861,158.1875,0.00023829937,919774.125,-158.1875,-51.2977486
361,-1,982038.938,10185.3594,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,918572.25,29.1518211,4611.56445,922784.938,910740.938,2526.22266,918238.938,925096.25,918572.25,1790.55566,921666.562,920716.062,-6135.0625,-0.0104298592,916804.875,6135.0625,-39.8190269
362,-1,982038.938,10184.5273,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,917561.875,29.5250206,4693.85889,922784.938,908029.562,3105.44336,917630.312,924442.375,917561.875,1810.98596,921128.438,920194.562,166.25,-0.0092676878,916963.062,-166.25,-34.0827599
363,-1,982038.938,10179.7754,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,916812.75,31.7358131,4508.86426,922784.938,908029.562,3337.34619,917041,923756.75,916812.75,1878.42871,920583.438,919763.688,949.125,-0.00896418095,910828,-949.125,-32.0461464
364,-1,982038.938,10209.9434,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,915360.125,26.1313953,4758.70898,922784.938,904930.562,4324.02783,916085.188,923153.562,915360.125,2097.18945,919983.625,918572.25,-6025.5,-0.0145569444,910994.25,6025.5,-23.748497
365,-1,982038.938,10201.0312,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,914338.5,30.0609474,5013.43066,922784.938,902648.75,4726.01758,915261.188,922221.562,914338.5,2358.01196,919354,917561.875,1780.125,-0.0125485063,911943.375,-1780.125,-20.5305786
366,-1,982038.938,10212.375,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913151,28.0180626,5061.75684,922784.938,902648.75,5346.96436,914494.688,921646.312,913151,2702.11377,918706.062,916812.75,-2265.625,-0.011713326,905917.875,2265.625,-16.1602097
367,-1,982038.938,10194.5156,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912597.438,35.4549065,5492.80566,922784.938,901675,5432.36084,913858.438,921228.938,912597.438,2988.56592,918059.688,915360.125,3566.875,-0.00970470905,907698,-3566.875,-15.4792938
368,-1,982038.938,10184.4609,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912385.438,39.259903,5262.44922,922784.938,901675,5315.44482,913322.125,921000.875,912385.438,3180.39258,917427.938,914338.5,2008.25,-0.00817465782,905432.375,-2008.25,-16.2792053
369,-1,982038.938,10186.9131,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912136.438,38.6614189,5225.5332,922784.938,901675,5065.56787,912679.125,920861,912136.438,3286.67944,916794.812,913151,-489.6875,-0.00978833437,908999.25,489.6875,-18.0096283
370,-1,982038.938,10182.5225,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912037.562,40.4132423,4918.64697,922784.938,901675,4799.50488,912166.625,920861,912037.562,3310.82324,916177.688,912597.438,876.9375,-0.00781279802,911007.5,-876.9375,-19.9018021
371,-1,982038.938,10170.0234,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912284.688,45.2103615,5044.8374,922784.938,901675,3989.94824,911583.312,920716.062,912037.562,3178.40063,915565.125,912385.438,2496.375,-0.00885659456,910517.812,-2496.375,-26.0147476
372,-1,982038.938,10185.7207,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912080.812,40.7708359,4975.46973,920140.125,901675,3280.48022,910939.125,920194.562,912037.562,2948.53516,914948.375,912136.438,-3135.3125,-0.00980490446,911394.75,3135.3125,-31.9015236
373,-1,982038.938,10190.5547,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,911775.438,39.4850044,4862.96729,918165.312,901675,2854.32227,910438.062,919763.688,911775.438,2661.84619,914347.062,912037.562,-965.5,-0.00765109062,913891.125,965.5,-35.7462921
374,-1,982038.938,10186.9443,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,911606.938,40.9823952,4736.48291,917050.688,901675,2212.26343,909977.312,918572.25,911606.938,2277.38989,913764.438,912284.688,721.25,-0.00703573227,910755.812,-721.25,-42.1396523
375,-1,982038.938,10199.0107,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,911139.562,37.6316452,4605.50195,915988.438,901675,2248.5105,909782.562,917561.875,911139.562,1935.36609,913233.5,912080.812,-2410,-0.00299334526,909790.312,2410,-41.7558022
376,-1,982038.938,10202.6729,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,910637,36.6521759,4774.77393,915988.438,901675,2302.08838,909523.688,916812.75,910637,1626.13159,912738.875,911775.438,-731.4375,-0.00397819281,910511.562,731.4375,-41.1933899
377,-1,982038.938,10180.3164,1,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,910796.812,45.9082565,5241.34814,915988.438,901675,2294.13843,909516,915360.125,910637,1242.40015,912309.125,911606.938,4465.3125,-0.000118374825,908101.562,-4465.3125,-41.2789421
378,-1,982038.938,10169.0508,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,911235.312,49.8821411,5286.26953,915988.438,901675,2342.95923,910099.438,914338.5,910637,934.99408,912014.5,911139.562,2250.0625,0.00901579857,907370.125,-2250.0625,-40.7727776
379,-1,982038.938,10147.5098,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912189,56.4676399,5411.60742,919760.375,901675,3066.19727,910862.875,913151,910637,683.396118,911861,910637,4302.3125,0.0117768049,911835.438,-4302.3125,-33.8028603
380,-1,982038.938,10159.6777,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912691.5,52.2880669,5316.89893,919760.375,901675,2929.81665,911614.688,912691.5,910637,629.56543,911828.125,910796.812,-2430.25,0.0116244555,914085.5,2430.25,-35.0458832
381,-1,982038.938,10143.4805,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913558.312,56.8647995,5334.04443,920355.5,903957.75,3415.64771,912342.875,913558.312,910637,750.460266,911896.688,911235.312,3234.875,0.0112136602,918387.812,-3234.875,-30.9543686
382,-1,982038.938,10159.7168,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913877.125,51.5285721,5330.93408,920355.5,903957.75,3513.38428,912695.875,913877.125,910637,902.723389,912003.375,912189,-3242.875,0.00542485714,915957.562,3242.875,-30.1267471
383,-1,982038.938,10170.6309,0,1,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913862.812,48.2508736,5130.7334,920355.5,903957.75,3468.92798,912928.125,913877.125,910637,1022.45636,912126.688,912691.5,-2179.8125,0.00357151031,919192.438,2179.8125,-30.4994316
384,-1,982038.938,10190.7148,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,913315.562,42.8494797,5415.93555,920355.5,903957.75,3545.33911,912811.312,913877.125,910637,1066.52942,912218,913558.312,-4011.1875,-0.0017952323,915949.562,4011.1875,-29.857811
385,-1,982038.938,10199.9902,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,912594.312,40.5895309,5457.68555,920355.5,903957.75,3744.59937,912383.812,913877.125,910637,1070.88611,912240.062,913877.125,-1852.5625,-0.00654906034,913769.75,1852.5625,-28.2098007
386,-1,982038.938,10221.543,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,911395.25,35.8570023,5807.48047,920355.5,900583.375,4368.18652,911872.688,913877.125,910637,1092.50366,912191.125,913862.812,-4304.8125,-0.00785571337,909758.562,4304.8125,-22.9775925
387,-1,982038.938,10240.2666,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,909857.438,32.330452,5844.32568,920355.5,898572.375,5345.38379,911163.5,913877.125,909857.438,1245.5697,912054,913315.562,-3739.625,-0.0109132528,907906,3739.625,-15.7586365
388,-1,982038.938,10229.5605,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,908809.75,36.1945534,5596.56152,920355.5,898572.375,5845.61182,910555.562,913877.125,908809.75,1499.69043,911854.188,912594.312,2138.25,-0.00934833288,903601.188,-2138.25,-12.4188385
389,-1,982038.938,10219.3379,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,908174,39.7336998,5434.82031,920355.5,898572.375,6057.02783,910265.5,913877.125,908174,1770.64124,911642.438,911395.25,2041.9375,-0.00447064638,899861.562,-2041.9375,-11.052597
390,-1,982038.938,10208.8887,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,907901.312,43.2013168,5302.90479,920355.5,898572.375,6107.64258,910176.938,913877.125,907901.312,2006.11475,911447,909857.438,2086.9375,-0.00136816502,901999.812,-2086.9375,-10.7257767
391,-1,982038.938,10231.0215,0,0,0,0,0.0500000007,0.100000001,0.0799999982,0.5,907075.562,38.1887817,5392.31348,920355.5,898572.375,6458.05273,909453.5,913877.125,907075.562,2299.70215,911181.188,908809.75,-4420.6875,-0.0111066699,904041.75,4420.6875,-8.51295471
